fecha,termino,valor_trends,anio,mes_num,grupo,valor_cero_trends,subgrupo,tipo_termino,familia_analitica,prioridad_analitica,decision_uso
2018-01-01,zara online,67.75,2018,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-02-01,zara online,38.75,2018,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-03-01,zara online,37.0,2018,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-04-01,zara online,41.0,2018,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-05-01,zara online,37.25,2018,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-06-01,zara online,41.75,2018,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-07-01,zara online,42.6,2018,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-08-01,zara online,31.25,2018,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-09-01,zara online,37.4,2018,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-10-01,zara online,43.75,2018,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-11-01,zara online,60.25,2018,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2018-12-01,zara online,45.0,2018,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-01-01,zara online,58.0,2019,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-02-01,zara online,36.0,2019,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-03-01,zara online,34.6,2019,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-04-01,zara online,35.0,2019,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-05-01,zara online,37.5,2019,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-06-01,zara online,45.8,2019,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-07-01,zara online,39.25,2019,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-08-01,zara online,32.75,2019,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-09-01,zara online,35.4,2019,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-10-01,zara online,42.0,2019,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-11-01,zara online,61.0,2019,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2019-12-01,zara online,52.0,2019,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-01-01,zara online,68.5,2020,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-02-01,zara online,39.25,2020,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-03-01,zara online,27.6,2020,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-04-01,zara online,60.5,2020,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-05-01,zara online,82.8,2020,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-06-01,zara online,65.0,2020,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-07-01,zara online,47.75,2020,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-08-01,zara online,39.2,2020,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-09-01,zara online,45.0,2020,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-10-01,zara online,47.5,2020,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-11-01,zara online,58.0,2020,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2020-12-01,zara online,53.75,2020,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-01-01,zara online,69.2,2021,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-02-01,zara online,44.25,2021,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-03-01,zara online,37.25,2021,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-04-01,zara online,35.0,2021,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-05-01,zara online,36.2,2021,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-06-01,zara online,43.0,2021,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-07-01,zara online,33.5,2021,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-08-01,zara online,28.2,2021,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-09-01,zara online,32.25,2021,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-10-01,zara online,40.6,2021,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-11-01,zara online,53.75,2021,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2021-12-01,zara online,42.75,2021,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-01-01,zara online,67.0,2022,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-02-01,zara online,42.0,2022,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-03-01,zara online,40.5,2022,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-04-01,zara online,43.0,2022,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-05-01,zara online,43.6,2022,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-06-01,zara online,48.75,2022,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-07-01,zara online,45.8,2022,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-08-01,zara online,35.5,2022,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-09-01,zara online,38.5,2022,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-10-01,zara online,40.8,2022,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-11-01,zara online,59.0,2022,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2022-12-01,zara online,52.0,2022,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-01-01,zara online,73.8,2023,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-02-01,zara online,43.0,2023,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-03-01,zara online,47.25,2023,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-04-01,zara online,49.8,2023,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-05-01,zara online,47.5,2023,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-06-01,zara online,58.75,2023,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-07-01,zara online,51.0,2023,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-08-01,zara online,37.5,2023,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-09-01,zara online,36.75,2023,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-10-01,zara online,42.8,2023,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-11-01,zara online,64.25,2023,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2023-12-01,zara online,63.8,2023,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-01-01,zara online,63.5,2024,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-02-01,zara online,30.75,2024,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-03-01,zara online,32.4,2024,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-04-01,zara online,35.75,2024,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-05-01,zara online,36.75,2024,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-06-01,zara online,45.6,2024,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-07-01,zara online,38.0,2024,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-08-01,zara online,30.75,2024,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-09-01,zara online,38.0,2024,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-10-01,zara online,40.25,2024,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-11-01,zara online,55.25,2024,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2024-12-01,zara online,59.4,2024,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-01-01,zara online,63.25,2025,1,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-02-01,zara online,39.75,2025,2,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-03-01,zara online,39.0,2025,3,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-04-01,zara online,37.25,2025,4,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-05-01,zara online,33.0,2025,5,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-06-01,zara online,42.4,2025,6,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-07-01,zara online,34.0,2025,7,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-08-01,zara online,26.2,2025,8,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-09-01,zara online,30.0,2025,9,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-10-01,zara online,30.25,2025,10,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-11-01,zara online,34.5,2025,11,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2025-12-01,zara online,,2025,12,consciente_compra,False,canal_compra_online,comportamiento,consumo_online,principal,usar_en_analisis_principal
2015-01-01,hm,67.0,2015,1,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-02-01,hm,48.0,2015,2,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-03-01,hm,63.0,2015,3,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-04-01,hm,64.0,2015,4,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-05-01,hm,69.0,2015,5,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-06-01,hm,62.0,2015,6,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-07-01,hm,54.0,2015,7,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-08-01,hm,47.0,2015,8,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-09-01,hm,68.0,2015,9,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-10-01,hm,74.0,2015,10,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-11-01,hm,84.0,2015,11,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2015-12-01,hm,82.0,2015,12,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-01-01,hm,58.0,2016,1,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-02-01,hm,43.0,2016,2,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-03-01,hm,50.0,2016,3,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-04-01,hm,55.0,2016,4,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-05-01,hm,61.0,2016,5,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
2016-06-01,hm,59.0,2016,6,marcas,False,marca_fast_fashion,marca,marca,principal,usar_en_analisis_principal
